case,case_status,profile_status,scientific_question,expected_contribution,equation,domain,boundary_conditions,method,order,resolution,resolution_flag,ranks,scale,time_integrator,metrics,reference_check,priority,intended_artifact,estimated_seconds,command
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,ofdg,2,64,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 64 -o 2 -method ofdg -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,dg,2,128,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 128 -o 2 -method dg -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,ofdg-kxrcf,2,128,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 128 -o 2 -method ofdg-kxrcf -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,oedg,2,128,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 128 -o 2 -method oedg -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,ofdg,2,128,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 128 -o 2 -method ofdg -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,dg,2,256,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 256 -o 2 -method dg -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,ofdg-kxrcf,2,256,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 256 -o 2 -method ofdg-kxrcf -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,oedg,2,256,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 256 -o 2 -method oedg -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,ofdg,2,256,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 256 -o 2 -method ofdg -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,dg,2,512,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 512 -o 2 -method dg -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,ofdg-kxrcf,2,512,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 512 -o 2 -method ofdg-kxrcf -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,oedg,2,512,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 512 -o 2 -method oedg -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,ofdg,2,512,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 512 -o 2 -method ofdg -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,dg,2,1024,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 1024 -o 2 -method dg -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,ofdg-kxrcf,2,1024,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 1024 -o 2 -method ofdg-kxrcf -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,oedg,2,1024,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 1024 -o 2 -method oedg -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,ofdg,2,1024,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 1024 -o 2 -method ofdg -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,dg,2,2048,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 2048 -o 2 -method dg -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,ofdg-kxrcf,2,2048,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 2048 -o 2 -method ofdg-kxrcf -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,oedg,2,2048,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 2048 -o 2 -method oedg -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,ofdg,2,2048,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 2048 -o 2 -method ofdg -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,dg,3,64,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 64 -o 3 -method dg -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,ofdg-kxrcf,3,64,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 64 -o 3 -method ofdg-kxrcf -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,oedg,3,64,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 64 -o 3 -method oedg -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,ofdg,3,64,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 64 -o 3 -method ofdg -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,dg,3,128,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 128 -o 3 -method dg -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,ofdg-kxrcf,3,128,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 128 -o 3 -method ofdg-kxrcf -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,oedg,3,128,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 128 -o 3 -method oedg -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,ofdg,3,128,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 128 -o 3 -method ofdg -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,dg,3,256,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 256 -o 3 -method dg -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,ofdg-kxrcf,3,256,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 256 -o 3 -method ofdg-kxrcf -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,oedg,3,256,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 256 -o 3 -method oedg -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,ofdg,3,256,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 256 -o 3 -method ofdg -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,dg,3,512,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 512 -o 3 -method dg -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,ofdg-kxrcf,3,512,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 512 -o 3 -method ofdg-kxrcf -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,oedg,3,512,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 512 -o 3 -method oedg -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,ofdg,3,512,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 512 -o 3 -method ofdg -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,dg,3,1024,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 1024 -o 3 -method dg -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,ofdg-kxrcf,3,1024,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 1024 -o 3 -method ofdg-kxrcf -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,oedg,3,1024,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 1024 -o 3 -method oedg -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,ofdg,3,1024,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 1024 -o 3 -method ofdg -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,dg,3,2048,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 2048 -o 3 -method dg -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,ofdg-kxrcf,3,2048,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 2048 -o 3 -method ofdg-kxrcf -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,oedg,3,2048,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 2048 -o 3 -method oedg -cadence auto
burgers_smooth,proposed,draft,Is optimal accuracy retained for a nonlinear scalar flux before shock formation?,Nonlinear smooth convergence validation.,u_t + (u^2/2)_x = 0,"[0,2pi] periodic",periodic,ofdg,3,2048,-n,1,1.0,order-controlled explicit RK,L1; L2; Linf; conservation,characteristic exact solution and time-step halving,required,separate method convergence tables,0.875,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/burgers -p 1 -tf 0.6 -n 2048 -o 3 -method ofdg -cadence auto
euler_smooth_1d,proposed,draft,Is optimal density convergence retained for a smooth Euler system?,One-dimensional system accuracy comparison.,compressible Euler,"[0,2pi] periodic",periodic,dg,1,0,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact smooth wave and time-step halving,required,separate method density tables,1.75,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 1.1 -no-vis -r 0 -o 1 -method dg -cadence auto -scale 1.0
euler_smooth_1d,proposed,draft,Is optimal density convergence retained for a smooth Euler system?,One-dimensional system accuracy comparison.,compressible Euler,"[0,2pi] periodic",periodic,ofdg-kxrcf,1,0,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact smooth wave and time-step halving,required,separate method density tables,1.75,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 1.1 -no-vis -r 0 -o 1 -method ofdg-kxrcf -cadence auto -scale 1.0
euler_smooth_1d,proposed,draft,Is optimal density convergence retained for a smooth Euler system?,One-dimensional system accuracy comparison.,compressible Euler,"[0,2pi] periodic",periodic,oedg,1,0,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact smooth wave and time-step halving,required,separate method density tables,1.75,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 1.1 -no-vis -r 0 -o 1 -method oedg -cadence auto -scale 1.0
euler_smooth_1d,proposed,draft,Is optimal density convergence retained for a smooth Euler system?,One-dimensional system accuracy comparison.,compressible Euler,"[0,2pi] periodic",periodic,ofdg,1,0,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact smooth wave and time-step halving,required,separate method density tables,1.75,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 1.1 -no-vis -r 0 -o 1 -method ofdg -cadence auto -scale 1.0
euler_smooth_1d,proposed,draft,Is optimal density convergence retained for a smooth Euler system?,One-dimensional system accuracy comparison.,compressible Euler,"[0,2pi] periodic",periodic,dg,1,1,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact smooth wave and time-step halving,required,separate method density tables,1.75,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 1.1 -no-vis -r 1 -o 1 -method dg -cadence auto -scale 1.0
euler_smooth_1d,proposed,draft,Is optimal density convergence retained for a smooth Euler system?,One-dimensional system accuracy comparison.,compressible Euler,"[0,2pi] periodic",periodic,ofdg-kxrcf,1,1,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact smooth wave and time-step halving,required,separate method density tables,1.75,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 1.1 -no-vis -r 1 -o 1 -method ofdg-kxrcf -cadence auto -scale 1.0
euler_smooth_1d,proposed,draft,Is optimal density convergence retained for a smooth Euler system?,One-dimensional system accuracy comparison.,compressible Euler,"[0,2pi] periodic",periodic,oedg,1,1,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact smooth wave and time-step halving,required,separate method density tables,1.75,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 1.1 -no-vis -r 1 -o 1 -method oedg -cadence auto -scale 1.0
euler_smooth_1d,proposed,draft,Is optimal density convergence retained for a smooth Euler system?,One-dimensional system accuracy comparison.,compressible Euler,"[0,2pi] periodic",periodic,ofdg,1,1,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact smooth wave and time-step halving,required,separate method density tables,1.75,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 1.1 -no-vis -r 1 -o 1 -method ofdg -cadence auto -scale 1.0
euler_smooth_1d,proposed,draft,Is optimal density convergence retained for a smooth Euler system?,One-dimensional system accuracy comparison.,compressible Euler,"[0,2pi] periodic",periodic,dg,1,2,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact smooth wave and time-step halving,required,separate method density tables,1.75,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 1.1 -no-vis -r 2 -o 1 -method dg -cadence auto -scale 1.0
euler_smooth_1d,proposed,draft,Is optimal density convergence retained for a smooth Euler system?,One-dimensional system accuracy comparison.,compressible Euler,"[0,2pi] periodic",periodic,ofdg-kxrcf,1,2,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact smooth wave and time-step halving,required,separate method density tables,1.75,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 1.1 -no-vis -r 2 -o 1 -method ofdg-kxrcf -cadence auto -scale 1.0
euler_smooth_1d,proposed,draft,Is optimal density convergence retained for a smooth Euler system?,One-dimensional system accuracy comparison.,compressible Euler,"[0,2pi] periodic",periodic,oedg,1,2,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact smooth wave and time-step halving,required,separate method density tables,1.75,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 1.1 -no-vis -r 2 -o 1 -method oedg -cadence auto -scale 1.0
euler_smooth_1d,proposed,draft,Is optimal density convergence retained for a smooth Euler system?,One-dimensional system accuracy comparison.,compressible Euler,"[0,2pi] periodic",periodic,ofdg,1,2,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact smooth wave and time-step halving,required,separate method density tables,1.75,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 1.1 -no-vis -r 2 -o 1 -method ofdg -cadence auto -scale 1.0
euler_smooth_1d,proposed,draft,Is optimal density convergence retained for a smooth Euler system?,One-dimensional system accuracy comparison.,compressible Euler,"[0,2pi] periodic",periodic,dg,1,3,-r,1,1.0,order-controlled explicit RK,density L1; density L2; density Linf; state L2; conservation,exact smooth wave and time-step halving,required,separate method density tables,1.75,/Users/timozund/Documents/master_thesis/codex_dev/build/release/examples/euler -p 4 -tf 1.1 -no-vis -r 3 -o 1 -method dg -cadence auto -scale 1.0
